0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
2.7691352,0.0,0.0,2.895854,0.0,4.690601,0.0,0.0,0.0,0.0,15.547365,0.0,11.113406,0.0,15.899403,0.0,0.0,4.646372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.450226,0.0,5.1064043,0.0,0.9421322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.37917,0.0,0.0,0.0,0.0,0.0,20.882643,0.0,0.0,0.0,0.0,0.0,10.004585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2360437,0.0,0.0,10.511931,0.0,0.0,0.0,0.0,2.7082834,0.0,9.578343,0.0,0.0,0.0,0.0,0.0,3.3974037,0.0,0.0,0.0,0.0,0.0,0.0,5.423563,8.998929,0.0,0.0,2.5955462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8762386,0.0,4.4035716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.576221,0.0,0.0,0.0,0.0,0.0,0.784317,13.037573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9330529,0.0,0.63176256,0.0,0.0,0.0,0.0,6.133051,0.0,0.0,4.189272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36237234,0.0,0.0,0.0,0.0,0.0,3.3845983,6.5640497,0.0,0.0,13.989138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5546784,0.0,12.683423,1.4445487,0.0,0.0,0.0
4.6419277,0.0,0.0,8.138323,0.0,1.7970734,0.0,0.0,0.0,0.0,21.758854,0.0,6.28261,0.0,1.9309708,5.052938,0.0,8.2162285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.452755,0.0,10.761136,0.0,5.984016,2.4069977,0.0,0.0,0.0,0.0,22.347857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4153813,0.0,9.360555,0.0,13.209144,14.648754,0.0,0.0,14.26817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45736176,0.0,0.0,0.0,16.772762,0.0,0.0,0.0,0.0,1.313422,0.0,19.99871,0.0,0.0,2.5837724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.834183,0.0,0.0,0.0,9.216632,0.0,0.0,7.8331637,0.0,0.0,0.0,0.0,0.0,0.0,10.261059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.589077,6.376191,0.0,0.0,6.183713,0.0,0.0,0.0,0.0,0.0,11.916366,2.817754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49167806,0.0,0.0,0.0,0.0,12.664448,0.0,0.0,0.0,15.989668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.773191,0.0,0.0,0.0,0.0,0.0,4.5525446,1.4292818,0.0,0.0,2.6672719,0.0,0.0,4.814944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.197408,0.0,0.0,0.0,0.0
0.7397611,0.0,0.0,0.0,0.0,2.07536,0.0,6.5845523,0.0,0.0,0.5571727,0.0,6.8040857,5.80397,4.486478,0.0,0.0,2.1528041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1864605,0.0,1.7613063,0.0,0.47482684,10.065802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9012035,0.0,0.0,1.4566534,0.0,0.0,13.582073,0.0,0.0,0.0,4.6318502,0.0,1.6656877,0.0,0.0,4.4339905,0.0,0.0,0.0,0.0,5.493587,0.0,0.0,2.1124134,1.7466702,4.421174,0.0,0.0,3.435028,0.0,0.0,8.208032,0.0,3.6275144,5.3258476,0.0,0.0,1.2637107,0.0,0.0,0.0,0.0,0.0,0.0,4.3196125,1.670063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4151592,0.0,5.4620056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8753488,0.0,2.241755,1.9457556,0.0,0.0,4.0039463,0.0,0.0,0.0,0.0,0.0,5.482829,2.4274364,0.0,0.0,0.0,6.415574,0.0,0.0,0.0,5.3615828,0.0,2.426032,0.0,0.0,0.0,0.0,0.0,4.1227264,0.0,3.4384809,1.2013761,0.0,0.0,0.0,0.0,0.0,0.90643036,0.0,0.0,0.0,1.3800982,0.0,0.0,0.0,0.0,0.0,0.0,2.6369157,1.6333984,0.0,0.0,1.1351087,0.0,0.0,0.9703166,0.0,0.0,0.0,0.0,0.0,6.8810315,0.0,0.0,0.0,0.0,0.0,0.0
3.4128337,0.0,0.0,4.986156,0.0,4.884706,0.0,0.29099876,0.0,0.0,7.2926264,0.0,8.876594,0.0,17.399603,0.0,0.0,2.770274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4760017,0.0,1.4145424,0.0,0.46191603,0.0,0.0,1.403217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.337941,0.0,0.0,0.0,0.0,0.0,16.237549,0.0,0.0,0.0,2.3919346,0.0,11.9530735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.705099,0.0,0.0,5.28188,0.0,0.0,0.0,0.0,6.3358707,0.0,4.140856,0.0,0.0,0.0,0.0,0.0,10.876448,0.0,0.0,0.0,0.0,0.0,0.0,3.8496122,8.554046,0.0,0.0,0.0,0.0,0.0,0.8150505,0.0,0.0,0.0,0.0,5.689417,0.0,1.8577414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2311637,0.0,0.0,0.0,0.0,0.0,0.17344305,11.419434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7693641,0.0,5.1015425,0.0,0.0,0.0,0.0,7.1069818,0.0,0.0,5.2016087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257591,8.121994,0.0,0.0,14.115332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.693244,0.0,8.902619,4.0419607,0.0,0.0,0.0
4.742297,0.0,0.0,6.046983,0.0,1.5177673,0.0,0.0,0.0,0.0,25.716055,0.0,8.443243,0.0,5.2614408,3.8829815,0.0,7.439456,0.0,0.0,0.0,0.0,0.0,0.15428266,0.0,0.0,25.379263,0.0,12.01568,0.0,6.6270003,1.9520205,0.0,0.0,0.0,0.0,18.859112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17540282,0.0,13.283093,0.0,12.244987,12.363882,0.0,0.0,19.68287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3265629,0.0,0.0,0.0,19.32429,0.0,0.0,0.0,0.0,0.0,0.0,20.68369,0.0,0.0,2.8011043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.073646,1.5741324,0.0,0.0,10.024367,0.0,0.0,5.1315255,0.0,0.0,0.0,0.0,0.0,0.0,11.86915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2028465,4.211264,0.0,0.0,7.40269,0.0,0.0,0.0,0.0,0.0,8.87614,6.3444977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.756233,0.0,0.0,0.0,13.186402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.016766,0.0,0.0,0.0,0.0,0.0,5.547008,1.7590377,0.0,0.0,5.6075563,0.0,0.0,5.272584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.810975,0.0,0.0,0.0,0.0
4.4969025,0.0,0.0,8.202376,0.0,1.2927363,0.0,0.8346841,0.0,0.0,9.808595,0.0,3.780049,0.0,0.0,5.245756,0.0,6.291401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.052779,0.0,6.873122,0.0,5.3109913,6.5448766,0.0,0.0,0.0,0.0,22.000599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.448421,0.0,0.37362355,0.0,11.708202,13.789695,0.0,0.0,7.628446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3849884,0.0,0.0,1.178487,9.088134,0.0,0.0,0.0,0.0,1.3054426,0.0,15.360428,0.0,0.0,4.4566255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.533957,0.0,0.0,0.0,5.863166,0.0,0.0,8.045461,0.0,0.0,0.0,0.0,1.6462984,0.0,5.523608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9406044,0.0,10.0690565,8.254589,0.0,0.0,4.334598,0.0,0.0,0.0,0.0,0.0,13.380159,0.0,0.0,0.0,0.0,2.744051,0.0,0.0,0.0,1.8065131,0.0,2.7888086,0.0,0.0,0.0,0.0,9.128092,0.0,0.0,0.0,15.671287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.635036,0.0,0.0,0.0,0.0,0.0,3.1885748,0.58871055,0.0,0.0,0.0,0.0,0.0,4.3922353,0.0,0.0,0.0,0.0,0.0,1.0025564,0.0,3.9337635,0.0,0.0,0.0,0.0
2.1014895,0.0,0.0,2.790477,0.0,4.2943397,0.0,0.0,0.0,0.0,16.176579,0.0,10.231395,0.0,12.362663,0.0,0.0,5.5020933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.817455,0.0,6.129258,0.0,1.0590154,0.0,0.0,0.0,0.0,0.0,0.12996118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.835636,0.0,1.1210165,1.8340504,0.0,0.0,18.761482,0.0,0.0,0.0,0.0,0.0,6.9826894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3540829,0.0,0.0,0.0,10.969548,0.0,0.0,0.0,0.0,1.4245901,0.0,11.528744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8411436,7.137822,0.0,0.0,3.4311576,0.0,0.0,1.0391908,0.0,0.0,0.0,0.0,3.1480644,0.0,4.8357315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0533967,0.0,0.0,0.0,0.0,0.0,3.0241344,10.998039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706008,0.0,0.03520135,0.0,0.0,0.0,0.0,6.249482,0.0,0.0,3.2533545,1.3108091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9377894,0.0,0.0,0.0,0.0,0.0,3.1306908,4.808614,0.0,0.0,10.971516,0.0,0.0,0.021343991,0.0,0.0,0.0,0.0,0.0,5.213311,0.0,11.584704,0.0,0.0,0.0,0.0
7.2931623,0.0,0.0,24.310654,0.0,1.3093699,0.0,11.8492,0.0,0.0,0.0,0.0,2.4585857,9.07173,35.29684,0.0,0.0,2.262042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.629627,0.0,0.0,16.024454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15894,0.0,19.336937,0.0,0.0,0.0,0.0,0.0,7.7542787,0.0,0.0,0.0,27.47169,0.0,22.836473,0.0,0.0,13.360067,0.0,0.0,0.0,0.0,0.0,28.068018,0.0,2.9464533,0.0,0.0,0.0,0.0,0.0,32.292133,0.0,0.0,0.0,14.110859,0.0,0.0,0.0,37.952263,0.0,0.0,13.339893,0.0,0.0,0.0,6.337018,6.8942394,0.0,0.0,0.0,0.0,0.0,13.631239,0.0,0.0,14.592258,0.0,16.493263,0.0,5.6191072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6823397,0.0,13.522926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9387836,21.81088,0.0,0.0,0.0,0.50226164,0.0,0.0,0.0,0.0,0.0,29.431461,0.0,0.0,0.0,0.0,30.047848,2.2647836,0.0,5.217512,0.0,0.0,0.0,0.0,0.0,0.0,2.5004802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.572664,0.0,0.0,21.404812,0.26309532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.822647,0.0,10.169456,21.711914,0.0,0.0,0.0
0.5370744,0.0,0.0,0.5301126,0.0,2.2623308,0.0,7.444703,0.0,0.0,0.0,0.0,6.1656246,6.7216616,3.5517821,0.0,0.0,2.7630482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.480614,0.0,1.3497677,0.0,0.0,10.194333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069369316,0.0,0.0,2.657017,0.0,0.0,11.753977,0.0,0.0,0.0,5.3661523,0.0,1.090075,0.0,0.0,4.6893854,0.0,0.0,0.0,0.0,5.789089,0.0,0.0,3.1185837,0.7115692,4.9456673,0.0,0.0,4.6008406,0.0,0.0,8.278527,0.0,4.2919536,5.4940214,0.0,0.0,1.057046,0.097693235,0.0,0.0,0.0,0.0,0.0,5.117284,1.1420536,0.0,0.0,0.0,0.0,0.0,0.8934203,0.0,0.0,4.6717143,0.0,5.9187684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.753027,0.0,4.1992464,3.1259809,0.0,0.0,3.792766,0.0,0.0,0.0,0.0,0.0,6.918444,1.6612155,0.0,0.0,0.0,7.1146507,0.0,0.0,0.0,5.508713,0.0,4.0534067,0.0,0.0,0.0,0.0,0.0,5.200252,0.0,3.267611,2.5367785,0.0,0.0,0.0,0.0,0.0,1.3220966,0.0,0.0,0.0,2.0276065,0.0,0.0,0.0,0.0,0.0,0.0,1.8524312,1.4523774,0.0,0.0,0.27115142,0.0,0.0,0.73259497,0.0,0.0,0.0,0.0,0.0,7.4292364,0.0,0.0,0.0,0.0,0.0,0.0
4.495677,0.0,0.0,5.6533585,0.0,0.6162101,0.0,0.0,0.0,0.0,13.63781,0.0,4.734581,0.0,0.0,5.171682,0.0,4.6320205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14179,0.0,8.093969,0.0,5.826876,5.1814456,0.0,0.0,0.0,0.0,18.923193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5885391,0.0,3.4015377,0.0,10.994106,10.912899,0.0,0.0,10.91087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1211461,0.0,0.0,0.0,11.524649,0.0,0.0,0.0,0.0,0.0,0.0,14.619992,0.0,0.0,3.7637334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7656355,0.0,0.0,0.0,7.064186,0.0,0.0,4.960085,0.0,0.0,0.0,0.0,0.35637367,0.0,7.1398664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.855836,5.2435136,0.0,0.0,5.060997,0.0,0.0,0.0,0.0,0.0,9.202567,0.0,0.0,0.0,0.0,1.2218705,0.0,0.0,0.0,0.61811775,0.0,0.0,0.0,0.0,0.0,0.0,7.0972633,0.0,0.0,0.0,12.228701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.071302,0.0,0.0,0.0,0.0,0.0,3.94212,0.4034285,0.0,0.0,0.0,0.0,0.0,4.9795313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.340165,0.0,0.0,0.0,0.0
